Date,Best Fit seed=912 OM=191.6171105630955 PM=308.3625516103721 TM=162.40091376884277 
2015-01-02,40.15247344970703
2015-01-05,39.992469228972254
2015-01-06,41.90208776593457
2015-01-07,41.27683647839116
2015-01-08,41.58039950113805
2015-01-09,40.514745452379415
2015-01-12,40.69315134337556
2015-01-13,39.54567899351683
2015-01-14,39.77803695621259
2015-01-15,39.62382259187411
2015-01-16,40.60379609685436
2015-01-20,39.269201792209046
2015-01-21,38.26479502487429
2015-01-22,36.520974425100725
2015-01-23,37.56806465516951
2015-01-26,36.53905430855587
2015-01-27,36.88619662544669
2015-01-28,37.22540076025304
2015-01-29,37.346755196567464
2015-01-30,37.72585186856247
2015-02-02,37.48391510762083
2015-02-03,39.06410244402278
2015-02-04,38.32491234840686
2015-02-05,36.86549024512221
2015-02-06,37.510933512473144
2015-02-09,36.782502748495766
2015-02-10,36.202292197464736
2015-02-11,37.10495443728371
2015-02-12,38.194123750916184
2015-02-13,38.048811462071484
2015-02-17,36.98422709952643
2015-02-18,37.46743045810731
2015-02-19,37.56104330181928
2015-02-20,38.254676194410656
2015-02-23,38.57615033640715
2015-02-24,39.754908205708524
2015-02-25,39.278927641150894
2015-02-26,38.87870147257824
2015-02-27,39.635529105178655
2015-03-02,39.06831644733323
2015-03-03,39.32237286611035
2015-03-04,39.29703937929612
2015-03-05,39.29091224963568
2015-03-06,39.36873016743216
2015-03-09,38.66185900147197
2015-03-10,37.84415704899829
2015-03-11,37.25630677344151
2015-03-12,37.94182389121068
2015-03-13,37.155402572004476
2015-03-16,36.32695371317832
2015-03-17,35.49075039326644
2015-03-18,36.97035838792076
2015-03-19,37.563370308232514
2015-03-20,36.45395320704237
2015-03-23,36.46276741749288
2015-03-24,35.609022524399045
2015-03-25,34.436205140942334
2015-03-26,34.66389729949972
2015-03-27,34.84818320395802
2015-03-30,36.05270454207942
2015-03-31,37.46906997191619
2015-04-01,37.62540298856277
2015-04-02,38.16406440976062
2015-04-06,38.103559126114746
2015-04-07,37.417290391040325
2015-04-08,37.73685835437089
2015-04-09,37.58308177727269
2015-04-10,37.704491712527535
2015-04-13,38.16686561799731
