Date,Best Fit seed=584 OM=82.72020078186137 PM=111.33884354109716 TM=75.56448072816028 
2015-01-02,40.15247344970703
2015-01-05,39.39712425864638
2015-01-06,39.13745173230355
2015-01-07,38.673150034487406
2015-01-08,37.79065255648725
2015-01-09,38.46958763428373
2015-01-12,37.71616342420596
2015-01-13,39.490246230799585
2015-01-14,38.454902184584725
2015-01-15,36.83191160393723
2015-01-16,37.12207105259062
2015-01-20,37.22092065036327
2015-01-21,37.104033789681985
2015-01-22,37.804690954598776
2015-01-23,35.895607209106764
2015-01-26,35.49754891072827
2015-01-27,36.47487588639692
2015-01-28,35.16744064776886
2015-01-29,35.1404528970474
2015-01-30,35.04758010719902
2015-02-02,33.856246821355164
2015-02-03,33.49733328491542
2015-02-04,33.2213977960649
2015-02-05,31.870909783827717
2015-02-06,31.169155995078793
2015-02-09,31.584750432483556
2015-02-10,31.243334327119232
2015-02-11,30.298858706061182
2015-02-12,30.063045047916688
2015-02-13,30.5568963551641
2015-02-17,30.266681345737457
2015-02-18,31.235782426543793
2015-02-19,30.78347361472306
2015-02-20,31.66886489642996
2015-02-23,31.775448791249236
2015-02-24,31.7401836302569
2015-02-25,31.22060142691879
2015-02-26,30.557069047142516
2015-02-27,29.29431832129631
2015-03-02,29.61024566704545
2015-03-03,28.5800446293107
2015-03-04,29.184057550128127
2015-03-05,29.70217351125755
2015-03-06,30.19643337857364
2015-03-09,30.41412023408138
2015-03-10,30.155283962512048
2015-03-11,29.490675779181117
2015-03-12,30.02479240462598
2015-03-13,30.158135005058757
2015-03-16,30.200235146405042
2015-03-17,29.821560022655888
2015-03-18,29.173290517017755
2015-03-19,28.94915837023201
2015-03-20,29.55966380552705
2015-03-23,30.32342750991404
2015-03-24,30.005061969514113
2015-03-25,30.020248551262608
2015-03-26,30.14491838506137
2015-03-27,30.366310161033546
2015-03-30,30.976146103851384
2015-03-31,30.14690459515477
2015-04-01,29.81653468848001
2015-04-02,28.94643400729957
2015-04-06,27.910862486185646
2015-04-07,28.191696085300528
2015-04-08,28.217948920646773
2015-04-09,27.612717063506867
2015-04-10,27.744178135882446
2015-04-13,27.826499295989453
2015-04-14,26.800752054653714
2015-04-15,26.82668654323595
2015-04-16,26.18582678786006
2015-04-17,27.599483474869547
2015-04-20,27.225216907463388
2015-04-21,26.25995044002617
2015-04-22,26.874331763182287
2015-04-23,26.108771144107543
2015-04-24,26.249074771839567
2015-04-27,26.611267627313428
2015-04-28,26.56511496241105
2015-04-29,26.586750969560807
2015-04-30,26.26149343577673
2015-05-01,26.46174304347863
2015-05-04,25.217625228404433
2015-05-05,24.467719800449558
2015-05-06,25.611177887969465
2015-05-07,25.356469377356863
2015-05-08,24.91887918988467
2015-05-11,24.209083876957916
2015-05-12,22.854382045390643
2015-05-13,22.4353628381027
2015-05-14,22.957356809303914
2015-05-15,22.996967745154887
2015-05-18,23.943847095679637
2015-05-19,25.173115357882846
2015-05-20,24.526965746231625
2015-05-21,24.52034453508195
2015-05-22,23.82251845693388
2015-05-26,23.836944069308824
2015-05-27,23.666150181864978
2015-05-28,23.508142026928823
2015-05-29,23.83770858802731
2015-06-01,24.284644203518994
2015-06-02,23.99903182307384
2015-06-03,24.71269125587322
2015-06-04,25.600899144606146
2015-06-05,25.853968284249408
2015-06-08,25.601330540785305
2015-06-09,25.961492085474813
2015-06-10,25.576913315072275
2015-06-11,25.538284326024495
2015-06-12,26.203178316878198
2015-06-15,26.701122460243507
2015-06-16,27.647972596255734
2015-06-17,27.986610333636996
2015-06-18,29.417447778083126
2015-06-19,29.362610643390664
2015-06-22,28.66621760157909
2015-06-23,29.28687617429102
2015-06-24,29.163818557667664
2015-06-25,29.183268836172736
2015-06-26,28.630048690996293
2015-06-29,29.539944096088668
2015-06-30,29.288793561080283
2015-07-01,29.08597005384879
2015-07-02,29.62229972512237
2015-07-06,30.77080934173614
2015-07-07,30.76885822310985
2015-07-08,30.568652321217343
2015-07-09,29.340962306669176
2015-07-10,28.217383226050888
2015-07-13,28.567823798425245
2015-07-14,28.04977795993997
2015-07-15,27.945144191023687
2015-07-16,28.67455879399949
2015-07-17,28.533567442172217
2015-07-20,28.816031232325212
2015-07-21,29.015306949248014
2015-07-22,28.27299136770119
2015-07-23,28.707039535176747
2015-07-24,27.7488143974642
2015-07-27,27.919941013949654
2015-07-28,27.688763020321534
2015-07-29,27.94177325568016
2015-07-30,29.416040314836266
2015-07-31,30.04990106716188
2015-08-03,31.247338865117218
2015-08-04,31.41904081022776
2015-08-05,31.906730315586994
2015-08-06,33.88019129576739
2015-08-07,32.95138230430183
2015-08-10,34.1741595329875
2015-08-11,33.74801218298016
2015-08-12,32.18059002892926
2015-08-13,32.267450977463206
2015-08-14,32.21361241693216
2015-08-17,31.101169983759096
2015-08-18,31.14405068572067
2015-08-19,30.871889565769386
2015-08-20,31.703824248853525
2015-08-21,33.137785050386746
2015-08-24,31.92159894723316
2015-08-25,32.28674953938322
2015-08-26,33.163546935099234
2015-08-27,33.04370689094484
2015-08-28,32.043594104374684
2015-08-31,31.023025451312495
2015-09-01,31.388917806806198
2015-09-02,30.720916988183415
2015-09-03,32.210135494517736
2015-09-04,30.734841880055775
2015-09-08,30.93488761678737
2015-09-09,30.744907838478813
2015-09-10,30.938852001293643
2015-09-11,31.518677303061565
2015-09-14,33.40971420354201
2015-09-15,34.99842164639776
2015-09-16,36.68354351622459
2015-09-17,36.66390138495499
2015-09-18,37.29926563449412
2015-09-21,37.76491159408769
2015-09-22,37.936277603379686
2015-09-23,38.35028910663378
2015-09-24,38.03560713161322
2015-09-25,37.37209073378561
2015-09-28,39.526160866771185
2015-09-29,39.65170188216922
2015-09-30,40.141599290911394
2015-10-01,41.377012531262515
2015-10-02,40.803802053979695
2015-10-05,40.19423814187175
2015-10-06,38.48003898680678
2015-10-07,39.48667925313387
2015-10-08,37.78732517578461
2015-10-09,36.52371332968366
2015-10-12,38.839939467116594
2015-10-13,38.74774419671391
2015-10-14,41.04797931601252
2015-10-15,41.84970643654334
2015-10-16,42.09005876232126
2015-10-19,40.97585708071681
2015-10-20,38.72648762224888
2015-10-21,38.71790465333961
2015-10-22,37.93901535185595
2015-10-23,36.02034900331831
2015-10-26,36.107017517025945
2015-10-27,36.77453869715045
2015-10-28,37.78070806030179
2015-10-29,35.83543669881047
2015-10-30,36.37601777082549
2015-11-02,35.51097881327176
2015-11-03,36.8740986586587
2015-11-04,35.94655551887462
2015-11-05,35.5309193646129
2015-11-06,35.46599334070121
2015-11-09,37.11220603926195
2015-11-10,37.16555859150578
2015-11-11,37.80885492520853
2015-11-12,37.70165341444148
2015-11-13,39.24437710192352
2015-11-16,40.34734695272295
2015-11-17,39.90071729229133
2015-11-18,41.008936914824055
2015-11-19,41.154603495651955
2015-11-20,40.300332888326494
2015-11-23,41.20434675335487
2015-11-24,42.432280850835355
2015-11-25,42.1625366427612
2015-11-27,44.42628543519811
2015-11-30,45.18638109883678
2015-12-01,44.29556045493942
2015-12-02,43.98960866556913
2015-12-03,44.66460446026017
2015-12-04,44.226979932656064
2015-12-07,45.67515251499138
2015-12-08,46.120538353880036
2015-12-09,46.538766801387055
2015-12-10,47.03778257132502
2015-12-11,46.43000110604232
2015-12-14,47.333301998471825
2015-12-15,45.28430430677053
2015-12-16,47.14914301521054
2015-12-17,47.614886004623315
2015-12-18,46.744979684270255
2015-12-21,46.49487159824486
2015-12-22,47.98601794567012
2015-12-23,48.755323858913954
2015-12-24,48.19426537792513
2015-12-28,48.31473436449625
2015-12-29,45.52685498274186
2015-12-30,44.15111200271297
2015-12-31,44.31651007731695
2016-01-04,45.85632946550452
2016-01-05,46.31159792670787
2016-01-06,46.08360273893959
2016-01-07,47.492054165165705
2016-01-08,46.73581114929148
2016-01-11,46.20330524095655
2016-01-12,46.81543057778772
2016-01-13,45.347564247117205
2016-01-14,45.87076765734284
2016-01-15,45.04595512951139
2016-01-19,46.09700675223788
2016-01-20,46.184101992821034
2016-01-21,46.16350677063103
2016-01-22,45.969404792775315
2016-01-25,45.120942281914004
2016-01-26,44.31898707733463
2016-01-27,44.558078719209504
2016-01-28,44.56808265801657
2016-01-29,44.844433529709015
2016-02-01,44.73329128567393
2016-02-02,46.42104731326697
2016-02-03,46.61588786375587
2016-02-04,45.504680831067986
2016-02-05,46.1666019357934
2016-02-08,45.37867136324029
2016-02-09,46.48022367458592
2016-02-10,45.80884122346458
2016-02-11,46.98622458085497
2016-02-12,46.87998821194794
2016-02-16,46.40923379840995
2016-02-17,44.320328662066004
2016-02-18,43.137448901272315
2016-02-19,40.937985246077645
