Date,Best Fit seed=304 OM=207.12741556527658 PM=311.85929151801025 TM=181.44976719061017 
2015-01-02,40.15247344970703
2015-01-05,41.382148127574474
2015-01-06,41.127742345430335
2015-01-07,41.04355268600975
2015-01-08,41.73504892212068
2015-01-09,40.75207003584839
2015-01-12,39.11653255381488
2015-01-13,40.015825120898036
2015-01-14,40.289855312632014
2015-01-15,40.184014601252635
2015-01-16,40.41142253750504
2015-01-20,42.19304823479644
2015-01-21,42.11877976403644
2015-01-22,41.73882542500972
2015-01-23,41.95103721828473
2015-01-26,42.80783075847247
2015-01-27,41.79813310218308
2015-01-28,40.00758234478765
2015-01-29,41.42283027850373
2015-01-30,42.114787846527534
2015-02-02,42.85992619210935
2015-02-03,43.6051218882686
2015-02-04,43.72077588481699
2015-02-05,42.79233698236061
2015-02-06,43.08654285937554
2015-02-09,41.77150500169265
2015-02-10,40.003168678632264
2015-02-11,39.611379619420035
2015-02-12,38.49328853714841
2015-02-13,37.943797785217754
2015-02-17,36.84402756325365
2015-02-18,35.89622615594873
2015-02-19,35.233647435698224
2015-02-20,36.007097166837376
2015-02-23,37.36034822039499
2015-02-24,37.49454310604711
2015-02-25,37.98475627359837
2015-02-26,38.30744433201362
2015-02-27,37.99717184802332
2015-03-02,36.840851639411945
2015-03-03,37.11767125219904
2015-03-04,37.8473097053624
2015-03-05,38.377445624092296
2015-03-06,37.31538159597084
2015-03-09,35.78245779915593
2015-03-10,36.80610496099352
2015-03-11,35.88931390603119
2015-03-12,36.04419589272829
2015-03-13,33.712108758676
2015-03-16,32.265081793454826
2015-03-17,33.157230883757116
2015-03-18,32.93793680632666
2015-03-19,35.11747025457476
2015-03-20,33.401057431024604
2015-03-23,33.122788685238845
2015-03-24,31.773278210992
2015-03-25,31.519925421721066
2015-03-26,31.239939909772986
2015-03-27,31.75126871343967
2015-03-30,31.795047841597217
2015-03-31,32.371840728361065
2015-04-01,31.752538484047623
2015-04-02,31.89802636755598
2015-04-06,31.137158263391797
2015-04-07,30.27315350180629
2015-04-08,29.98547253767361
2015-04-09,31.042813454440445
2015-04-10,30.381141676205935
2015-04-13,31.097201273484455
2015-04-14,31.031435634192665
2015-04-15,31.56420456965818
2015-04-16,31.663505583568586
2015-04-17,31.63077535715383
2015-04-20,32.63062314547287
2015-04-21,33.72548355766008
2015-04-22,34.6721157178464
2015-04-23,34.26890258712929
2015-04-24,35.897606541372795
2015-04-27,35.42339946497144
2015-04-28,34.420666147526006
2015-04-29,34.234912823087036
2015-04-30,35.70165025613863
2015-05-01,36.13150532508881
2015-05-04,36.91291665100929
2015-05-05,35.34039480668259
2015-05-06,35.815866026690294
2015-05-07,36.32138609562037
2015-05-08,36.040231901244866
2015-05-11,35.387138502903845
2015-05-12,35.21251375018189
2015-05-13,34.06621392139735
2015-05-14,33.12663114061092
2015-05-15,33.07416169709977
